TableName,Key,Text
ConspiracyTheoryTalk_en,No29/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv1/2/TEXT,"You’re my first and only, Yunyun!"
ConspiracyTheoryTalk_en,No29/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv2/1/TEXT,"Mama likes villains and devilish little princesses, you know?"
ConspiracyTheoryTalk_en,No29/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No29/Lv2/2/TEXT,Ehen! Yunyun is both a villain AND a little devil!
ConspiracyTheoryTalk_en,No29/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv3/1/TEXT,"So I learned this from a PC game, but apparently there's a religion that says misfortune is all a curse caused by your first love."
ConspiracyTheoryTalk_en,No29/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No29/Lv3/2/TEXT,"Since your first love was Yunyun, do you think maybe our current situation is a curse too?"
ConspiracyTheoryTalk_en,No30/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv1/1/TEXT,"HO. LY. CRAP! This one has to be true!!
I just know we'll prove this if we investigate!"
ConspiracyTheoryTalk_en,No30/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv1/2/TEXT,"Please teach us, wise one!"
ConspiracyTheoryTalk_en,No30/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv2/1/TEXT,"Give thanks 10,000 times a day and leave your moé songs on repeat!"
ConspiracyTheoryTalk_en,No30/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv2/2/TEXT,Say goodbye to reality!
ConspiracyTheoryTalk_en,No30/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv3/1/TEXT,"Listening to moé words in denpa songs feels like cleansing the soul, doesn't it?"
ConspiracyTheoryTalk_en,No30/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv3/2/TEXT,The mantra of moé!
ConspiracyTheoryTalk_en,No31/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv1/1/TEXT,"I'm sure people with gamer brain would keep practicing their speedrunning even in hell,
don't you think?"
ConspiracyTheoryTalk_en,No31/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv1/2/TEXT,"...The death match of Sañjīva, Sisyphus pulling the stone... Maybe someone wrote strategy guides for those things?"
ConspiracyTheoryTalk_en,No31/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv2/1/TEXT,"Q-chan, what kinds of games do you like?"
ConspiracyTheoryTalk_en,No31/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv2/2/TEXT,"Galge, rhythm games, parry combat games?
I like games that reward you for hitting buttons with the right timing!"
ConspiracyTheoryTalk_en,No31/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv3/1/TEXT,“I Beat the Speedrun Record for Sai no Kawara and Was Reincarnated in the Modern Age as a Peerless Pro-gamer Prodigy!”
ConspiracyTheoryTalk_en,No31/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv3/2/TEXT,Would make a perfect Narou-style light novel or web toon.
ConspiracyTheoryTalk_en,No32/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv1/1/TEXT,Adding “late night” makes you feel like it's something underground and secret.
ConspiracyTheoryTalk_en,No32/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv1/2/TEXT,Having to sneak around to watch TV without Mama catching me did get the heart pounding.
ConspiracyTheoryTalk_en,No32/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv2/1/TEXT,"When you think of late night anime sponsors,
it's mostly record labels and mechandise manufacturers."
ConspiracyTheoryTalk_en,No32/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv2/2/TEXT,Hymns and idol worship... Maybe it does have all the basic components of religion?
ConspiracyTheoryTalk_en,No32/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv3/1/TEXT,"If late night anime is a Satanist sabbath, does that make all fictional characters demons?"
ConspiracyTheoryTalk_en,No32/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv3/2/TEXT,"Tempting people and taking their time; fantasies that eat away at your lifespan... In a way, maybe they're about the same?"
ConspiracyTheoryTalk_en,No33/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv1/1/TEXT,"Stories about humans coming from outer space
are pretty common, huh? Like with alien stuff or cyberpunk RPGs."
ConspiracyTheoryTalk_en,No33/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv1/2/TEXT,The creator is ultimately the one responsible!
ConspiracyTheoryTalk_en,No33/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv2/1/TEXT,Marriage in fiction feels like its own world that takes place after the credits.
ConspiracyTheoryTalk_en,No33/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv2/2/TEXT,"True, there don't seem to be a lot that go all the way to marriage. You always get that stuff in numbered sequels or spin-offs, right?"
ConspiracyTheoryTalk_en,No33/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv3/1/TEXT,"If marriage is a punishment, shouldn't it be impossible to get a quick divorce?"
ConspiracyTheoryTalk_en,No33/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv3/2/TEXT,That's why vows include “till death do us part.”
ConspiracyTheoryTalk_en,No34/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv1/1/TEXT,"I don't really understand the philosophical zombies thing, but parents are really something, huh? They make such big sacrifices for their children."
ConspiracyTheoryTalk_en,No34/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv1/2/TEXT,............
ConspiracyTheoryTalk_en,No34/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv2/1/TEXT,"Of course there's genetics, but parents also have a huge impact on your personality and how you act, don't they?"
ConspiracyTheoryTalk_en,No34/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv2/2/TEXT,............
ConspiracyTheoryTalk_en,No34/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv3/1/TEXT,Are children so precious to parents that they'd be willing to sacrifice everything for them?
ConspiracyTheoryTalk_en,No34/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv3/2/TEXT,............
ConspiracyTheoryTalk_en,No35/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No35/Lv1/1/TEXT,"Q-chan, have you been outside recently?"
ConspiracyTheoryTalk_en,No35/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No35/Lv1/2/TEXT,"Ahaha. They call them miracles because they don't come true, you know?"
ConspiracyTheoryTalk_en,No35/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No35/Lv2/1/TEXT,"Even if this conspiracy is true, it doesn't affect a noctural hikikomori like you, Q-chan!"
ConspiracyTheoryTalk_en,No35/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No35/Lv2/2/TEXT,...U...Uguu...
ConspiracyTheoryTalk_en,No35/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No35/Lv3/1/TEXT,It sounds like lots of people might be going nocturnal now.
ConspiracyTheoryTalk_en,No35/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No35/Lv3/2/TEXT,"Bring it on, you common ilk! Abandon your common sense and come at me!"
ConspiracyTheoryTalk_en,No36/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No36/Lv1/1/TEXT,"Q-chan, were there any ghost stories at your school?"
ConspiracyTheoryTalk_en,No36/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No36/Lv1/2/TEXT,I'm not sure. There was a weird thing in middle school where my indoor shoes kept going missing.
ConspiracyTheoryTalk_en,No36/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No36/Lv2/1/TEXT,I don't really get what “social outcast cosplay” means.
ConspiracyTheoryTalk_en,No36/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No36/Lv2/2/TEXT,"No matter how much they cosplay, they'll never have the aura or the emotional damage of the real thing, you know?"
ConspiracyTheoryTalk_en,No36/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No36/Lv3/1/TEXT,"Q-chan, are there people you resent for not helping when thing happened to you at school?"
ConspiracyTheoryTalk_en,No36/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No36/Lv3/2/TEXT,It was too painful to even spare a thought about hating anyone.
ConspiracyTheoryTalk_en,No37/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv1/1/TEXT,"When it comes to comment wars online,
what's even the right way to respond?"
ConspiracyTheoryTalk_en,No37/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv1/2/TEXT,I think in flame wars it's less about winning and more just trying not to lose.
ConspiracyTheoryTalk_en,No37/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv2/1/TEXT,It seems the internet is going at it again today.
ConspiracyTheoryTalk_en,No37/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv2/2/TEXT,"This world is 50.78% anger and 44.2% hatred. As for what remains, 4.493% is filled with Yunyun,
you know?"
ConspiracyTheoryTalk_en,No37/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv3/1/TEXT,"The dark god was supposed to descend today,
but nothing happened!"
ConspiracyTheoryTalk_en,No37/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv3/2/TEXT,Too bad. I guess God really doesn't exist after all.
ConspiracyTheoryTalk_en,No38/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No38/Lv1/1/TEXT,Never getting to see the end of a story always leaves you feeling so empty.
ConspiracyTheoryTalk_en,No38/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No38/Lv1/2/TEXT,"Makes you feel bad for the people in those worlds, huh?"
ConspiracyTheoryTalk_en,No38/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No38/Lv2/1/TEXT,"If you could read the next part of something that was canceled, which one would you want to see?"
ConspiracyTheoryTalk_en,No38/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No38/Lv2/2/TEXT,"If you go beyond manga, there are also one cour anime, light novels stuck waiting on their third entry... There's just too much to choose from!"
ConspiracyTheoryTalk_en,No38/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No38/Lv3/1/TEXT,"If you could read the sequel to Execution Angel † Guiltina, would that make you happy, Q-chan?"
ConspiracyTheoryTalk_en,No38/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No38/Lv3/2/TEXT,"There is a part of me that would love to see you in action again, but... It already tied itself up so beautifully that thinking about forcing a sequel gives me mixed feelings."
ConspiracyTheoryTalk_en,No39/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv1/1/TEXT,What do they mean by “AND YOU?”
ConspiracyTheoryTalk_en,No39/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv1/2/TEXT,It's like saying “thank you for playing” at the end of a game.
ConspiracyTheoryTalk_en,No39/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv2/1/TEXT,"Q-chan, are you the kind of person who watches all the way through the staff roll?"
ConspiracyTheoryTalk_en,No39/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv2/2/TEXT,"Of course I am! With both games and movies,
you just have to savor the experience at the end,
right?"
ConspiracyTheoryTalk_en,No39/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv3/1/TEXT,"Game credits sometimes list a really huge number of people, huh?"
ConspiracyTheoryTalk_en,No39/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv3/2/TEXT,"Games are works of art that bring entire worlds
to life, so maybe that's why they can end up so demanding to make, don't you think?"
ConspiracyTheoryTalk_en,No41/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv1/1/TEXT,"Q-chan, don't you ever do streams or make videos?"
ConspiracyTheoryTalk_en,No41/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv1/2/TEXT,"After turning away from society and becoming a hikikomori, there's no way I could put myself through something that scary, you know?"
ConspiracyTheoryTalk_en,No41/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv2/1/TEXT,"Q-chan, have you ever thought of doing something like Super Chats to collect money from your Denpa Antennas?"
ConspiracyTheoryTalk_en,No41/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv2/2/TEXT,I'm just happy to get to spread my love for Yunyun.
ConspiracyTheoryTalk_en,No41/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv3/1/TEXT,"Streams and gaming videos are really popular these days, huh?"
ConspiracyTheoryTalk_en,No41/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv3/2/TEXT,"Yeah. But, I'm only interested in you, Yunyun."
ConspiracyTheoryTalk_en,No42/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv1/1/TEXT,"To begin with, what even is a VeriChip?"
ConspiracyTheoryTalk_en,No42/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv1/2/TEXT,It's a microchip that gets implanted in the body.
ConspiracyTheoryTalk_en,No42/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv2/1/TEXT,"Even if cat cuteness is pure evil, the urge to pet them will still be impossible to resist!"
ConspiracyTheoryTalk_en,No42/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv2/2/TEXT,"“Dote up a cat,” right!?"
ConspiracyTheoryTalk_en,No42/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv3/1/TEXT,Cats are a mystery. That cuteness must be packed with the mysteries of the universe!
ConspiracyTheoryTalk_en,No42/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv3/2/TEXT,I've heard there's a mysterious formula that says if you take a maiden's heart out of infinity you get the square root of cat ears.
ConspiracyTheoryTalk_en,No43/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv1/1/TEXT,"Q-chan, do you think that summers have been getting hotter?"
ConspiracyTheoryTalk_en,No43/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv1/2/TEXT,Huh. I wonder. Though Mama does get angry about the electric bill going up.
ConspiracyTheoryTalk_en,No43/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv2/1/TEXT,"What does summer make you think of, Q-chan?"
ConspiracyTheoryTalk_en,No43/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv2/2/TEXT,Machine guns! That or... Summer! The beach! Sukumizu～?
ConspiracyTheoryTalk_en,No43/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv3/1/TEXT,"Are human memories that unreliable...?
Hey, Q-chan, do you remember anything
about last summer?"
ConspiracyTheoryTalk_en,No43/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv3/2/TEXT,"I'm the kind of person who can't even tell the difference between days of the week, let alone seasons."
ConspiracyTheoryTalk_en,No44/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv1/1/TEXT,"I can't imagine you ever losing focus when you're really excited about something, Q-chan!"
ConspiracyTheoryTalk_en,No44/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv1/2/TEXT,The denpa of love yields to naught!
ConspiracyTheoryTalk_en,No44/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv2/1/TEXT,"If parallel worlds do exist, what kind of world would you want to visit, Q-chan?"
ConspiracyTheoryTalk_en,No44/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv2/2/TEXT,"Maybe if there's a world where Mama loves me more, that might be tempting?"
ConspiracyTheoryTalk_en,No44/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv3/1/TEXT,"If the world starts fresh every five minutes,
does that mean “love” is also a fabrication?"
ConspiracyTheoryTalk_en,No44/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv3/2/TEXT,"You just love the things that you love and there's nothing to do about it!! Whether those memories are real or fabricated, that love doesn't change!"
ConspiracyTheoryTalk_en,No45/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv1/1/TEXT,"Come to think of it, I never actually signed a contract with you or anything, is that not a problem?"
ConspiracyTheoryTalk_en,No45/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv1/2/TEXT,The contract is sealed once both parties are in agreement. The way we connect through denpa and our time spent together have fulfilled that.
ConspiracyTheoryTalk_en,No45/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv2/1/TEXT,"Huh, do devils also have lifespans?"
ConspiracyTheoryTalk_en,No45/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv2/2/TEXT,"Devils—all fictional beings really—are immortal
so long as people remember us!"
ConspiracyTheoryTalk_en,No45/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv3/1/TEXT,"Thanatophobia is the word, right? The thought of ceasing to exist someday is a little scary, isn't it?"
ConspiracyTheoryTalk_en,No45/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv3/2/TEXT,"Yunyun will stay with your soul forever, Q-chan.
So you'll never have to be alone. Don't worry!"
ConspiracyTheoryTalk_en,No46/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv1/1/TEXT,"Come to think of it, I heard that birds descend from dinosaurs."
ConspiracyTheoryTalk_en,No46/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv1/2/TEXT,"Is that right? Then, the problem isn't “the chicken or the egg,” but “the chicken or the dinosaur,” huh?"
ConspiracyTheoryTalk_en,No46/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv2/1/TEXT,"OOPArts are kinda awesome, huh?"
ConspiracyTheoryTalk_en,No46/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv2/2/TEXT,Kinda like finding a surprise 100 yen coin in your pocket?
ConspiracyTheoryTalk_en,No46/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv3/1/TEXT,"There's been a lot of talk about viruses lately! Q-chan, make sure you take care of yourself out there too!"
ConspiracyTheoryTalk_en,No46/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv3/2/TEXT,"I live in an isolated world, so I'm all clear!"
ConspiracyTheoryTalk_en,No47/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv1/1/TEXT,Wow... Making clouds with your sweat is really amazing!
ConspiracyTheoryTalk_en,No47/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv1/2/TEXT,And apparently they do actually meet the meteorological definition of “clouds.”
ConspiracyTheoryTalk_en,No47/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv2/1/TEXT,I've heard lots of paranormal events happen around lakes and stuff!
ConspiracyTheoryTalk_en,No47/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv2/2/TEXT,Apparently there was a French scientist who proposed that water retains the memory of everything that has dissolved into it.
ConspiracyTheoryTalk_en,No47/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv3/1/TEXT,"If the heat is so bad that it's even making clouds, why do people still go to these events?"
ConspiracyTheoryTalk_en,No47/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv3/2/TEXT,"“Something like that could never stop my aspirations,” is what they say!"
ConspiracyTheoryTalk_en,No48/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv1/1/TEXT,"Come to think of it, Yunyun has a Wiki too!"
ConspiracyTheoryTalk_en,No48/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv1/2/TEXT,"...Fufufu... I have a great suggestion for you:
why not become a Yunyun fan yourself!?"
ConspiracyTheoryTalk_en,No48/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv2/1/TEXT,It's always such a rush going down the Wiki rabbit hole!
ConspiracyTheoryTalk_en,No48/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv2/2/TEXT,"The phrase is basically dead these days, but surfing the web really was fun, huh?"
ConspiracyTheoryTalk_en,No48/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv3/1/TEXT,"Censored letters... Whenever I see things that trigger the Caligula effect, I always think about the “words you mustn't search.”"
ConspiracyTheoryTalk_en,No48/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv3/2/TEXT,"Be careful what you search—if you're careless with it, you might get swamped with ads for the stuff!"
ConspiracyTheoryTalk_en,No49/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv1/1/TEXT,"People talk about being born under this or that star, but maybe satellites also work the same way."
ConspiracyTheoryTalk_en,No49/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No49/Lv1/2/TEXT,"Makes sense? A lot of people have become internet addicts since they launched all those satellites,
so maybe that's what's going on."
ConspiracyTheoryTalk_en,No49/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv2/1/TEXT,"If this new astrology theory is true, then the alignment of satellites could control your fate!"
ConspiracyTheoryTalk_en,No49/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No49/Lv2/2/TEXT,...Did my life actually end up like this because of some stupid satellites!?
ConspiracyTheoryTalk_en,No49/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv3/1/TEXT,"Apparently if a satellite breaks down, the people born under its influence are also affected."
