TableName,Key,Text
ConspiracyTheoryTalk_en,No27/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No27/Lv1/1/TEXT,...So it's like an achievement unlock...?
ConspiracyTheoryTalk_en,No27/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No27/Lv1/2/TEXT,Like a game trophy yun.
ConspiracyTheoryTalk_en,No27/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No27/Lv2/1/TEXT,"It's true! The more people there are, the more we advance yun!"
ConspiracyTheoryTalk_en,No27/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No27/Lv2/2/TEXT,Chicken and the egg. Could be that civilization advancing is what lets the population grow.
ConspiracyTheoryTalk_en,No27/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No27/Lv3/1/TEXT,"If the population gets 10 million times bigger, our tech will advance so much that humanity will spread across the galaxy yun!"
ConspiracyTheoryTalk_en,No27/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No27/Lv3/2/TEXT,"Well yeah, Earth wouldn't be big enough anymore."
ConspiracyTheoryTalk_en,No28/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No28/Lv1/1/TEXT,"Oh right. If the needles are silver, they'd actually hurt vampires."
ConspiracyTheoryTalk_en,No28/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No28/Lv1/2/TEXT,Werewolves would get caught in the crossfire too yun.
ConspiracyTheoryTalk_en,No28/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No28/Lv2/1/TEXT,"Fantasy, tearjerkers, moe, cat ears! Vampire stories are great no matter what genre they're in."
ConspiracyTheoryTalk_en,No28/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No28/Lv2/2/TEXT,I think one of those doesn't quite fit with the others yun.
ConspiracyTheoryTalk_en,No28/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No28/Lv3/1/TEXT,"Wait! If I became a vampire, that'd be the perfect excuse to stay inside and finally get through my game backlog and all that anime!"
ConspiracyTheoryTalk_en,No28/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No28/Lv3/2/TEXT,"Vampires still have to go outside to find blood, yun."
ConspiracyTheoryTalk_en,No29/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No29/Lv1/1/TEXT,"Do you remember your first love, Q-chan?"
ConspiracyTheoryTalk_en,No29/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv1/2/TEXT,"My first love is you, Yunyun!"
ConspiracyTheoryTalk_en,No29/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv2/1/TEXT,Mom likes villain-type characters and mischievous little princesses.
ConspiracyTheoryTalk_en,No29/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No29/Lv2/2/TEXT,"Hehe! I'm a villain and a little demon, yun!"
ConspiracyTheoryTalk_en,No29/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No29/Lv3/1/TEXT,"I learned this from a PC game, but apparently there was some religion that said all misfortune comes from the curse of first love."
ConspiracyTheoryTalk_en,No29/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No29/Lv3/2/TEXT,"If Q-chan's first love is Yunyun, maybe this whole situation is some kind of curse too, yun?"
ConspiracyTheoryTalk_en,No30/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv1/1/TEXT,"This! Is! Absolutely! True!! If you actually look into it, you'll see the proof!"
ConspiracyTheoryTalk_en,No30/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv1/2/TEXT,"My Q-chan is so smart, yun."
ConspiracyTheoryTalk_en,No30/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv2/1/TEXT,I repeat moe songs ten thousand times a day with pure gratitude.
ConspiracyTheoryTalk_en,No30/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv2/2/TEXT,"Leave reality behind, yun."
ConspiracyTheoryTalk_en,No30/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No30/Lv3/1/TEXT,"Every time I hear moe words in denpa songs, I feel like my soul gets purified."
ConspiracyTheoryTalk_en,No30/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No30/Lv3/2/TEXT,"The moe mantra, yun!"
ConspiracyTheoryTalk_en,No31/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv1/1/TEXT,True gamers would probably grind RTAs even in hell.
ConspiracyTheoryTalk_en,No31/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv1/2/TEXT,"...Death matches in Naraka hell with Sisyphus' rock... That actually sounds like a fun challenge, yun?"
ConspiracyTheoryTalk_en,No31/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv2/1/TEXT,"What kind of games do you like, Q-chan?"
ConspiracyTheoryTalk_en,No31/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv2/2/TEXT,"Dating sims, rhythm games, parry games. I like games where you get that satisfying button press timing."
ConspiracyTheoryTalk_en,No31/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No31/Lv3/1/TEXT,'That Time I Set the Fastest RTA Record at Sai no Kawara River and Got Reincarnated as a Genius Pro Gamer Dominating the Real World.'
ConspiracyTheoryTalk_en,No31/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No31/Lv3/2/TEXT,"Sounds like something from a web novel or webtoon, yun."
ConspiracyTheoryTalk_en,No32/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv1/1/TEXT,"Just adding the word ""late-night"" makes it feel all secretive and underground, yun."
ConspiracyTheoryTalk_en,No32/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv1/2/TEXT,Having to sneak and turn on the TV without Mom noticing was already pretty dokidoki.
ConspiracyTheoryTalk_en,No32/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv2/1/TEXT,"When I think of late-night anime sponsors, I picture music labels and merchandise companies, yun."
ConspiracyTheoryTalk_en,No32/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv2/2/TEXT,Hymns and idol worship... looks like it has all the elements religion needs.
ConspiracyTheoryTalk_en,No32/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No32/Lv3/1/TEXT,"If late-night anime is demon worship, does that make fictional characters demons?"
ConspiracyTheoryTalk_en,No32/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No32/Lv3/2/TEXT,"In the sense that they're imaginary beings that tempt people and steal their free time... their lifespan... maybe they're the same, yun?"
ConspiracyTheoryTalk_en,No33/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv1/1/TEXT,You see theories about humanity having cosmic origins all the time. Alien stuff and cyberpunk RPGs.
ConspiracyTheoryTalk_en,No33/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv1/2/TEXT,"Creators are usually the root of all evil, yun."
ConspiracyTheoryTalk_en,No33/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv2/1/TEXT,"In fiction, marriage feels like this unknown world that comes after the credits roll, yun."
ConspiracyTheoryTalk_en,No33/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv2/2/TEXT,"True, not many works actually show marriage. It only happens in sequels or fan fiction."
ConspiracyTheoryTalk_en,No33/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No33/Lv3/1/TEXT,"If marriage is punishment, you probably can't just divorce on a whim either."
ConspiracyTheoryTalk_en,No33/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No33/Lv3/2/TEXT,"The whole ""I'll never let you go"" thing, yun."
ConspiracyTheoryTalk_en,No34/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv1/1/TEXT,"I don't really get philosophical zombies, but parents are amazing. They can sacrifice so much for their kids."
ConspiracyTheoryTalk_en,No34/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv1/2/TEXT,............
ConspiracyTheoryTalk_en,No34/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv2/1/TEXT,"Not just genetics either. When you think about how much parents influence personality and behavior, it's huge."
ConspiracyTheoryTalk_en,No34/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv2/2/TEXT,............
ConspiracyTheoryTalk_en,No34/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No34/Lv3/1/TEXT,I wonder if kids are so precious to parents that they'd give up everything for them?
ConspiracyTheoryTalk_en,No34/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No34/Lv3/2/TEXT,............
ConspiracyTheoryTalk_en,No35/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No35/Lv1/1/TEXT,"Do you ever go outside, Q-chan?"
ConspiracyTheoryTalk_en,No35/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No35/Lv1/2/TEXT,Haha. They're called miracles because they don't happen.
ConspiracyTheoryTalk_en,No35/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No35/Lv2/1/TEXT,"Even if this conspiracy is real, it doesn't matter to a nocturnal hikikomori like you, yun!"
ConspiracyTheoryTalk_en,No35/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No35/Lv2/2/TEXT,...U...uguu...
ConspiracyTheoryTalk_en,No35/Lv3/1/NAME,【Yunyun】
ConspiracyTheoryTalk_en,No35/Lv3/1/TEXT,"It might get packed with night owls, yun."
ConspiracyTheoryTalk_en,No35/Lv3/2/NAME,【Q-chan】
ConspiracyTheoryTalk_en,No35/Lv3/2/TEXT,"Come on, normies. Throw away your common sense and face me!"
ConspiracyTheoryTalk_en,No36/Lv1/1/NAME,【Yunyun】
ConspiracyTheoryTalk_en,No36/Lv1/1/TEXT,"Did Q-chan's school have any ghost stories, yun?"
ConspiracyTheoryTalk_en,No36/Lv1/2/NAME,【Q-chan】
ConspiracyTheoryTalk_en,No36/Lv1/2/TEXT,Who knows. I did encounter the mysterious phenomenon of my indoor shoes going missing a lot in middle school.
ConspiracyTheoryTalk_en,No36/Lv2/1/NAME,【Yunyun】
ConspiracyTheoryTalk_en,No36/Lv2/1/TEXT,"I don't really get what 'loner cosplay' means, yun."
ConspiracyTheoryTalk_en,No36/Lv2/2/NAME,【Q-chan】
ConspiracyTheoryTalk_en,No36/Lv2/2/TEXT,"No matter how much they cosplay, they can't put on the real aura of someone with a wounded heart."
ConspiracyTheoryTalk_en,No36/Lv3/1/NAME,【Yunyun】
ConspiracyTheoryTalk_en,No36/Lv3/1/TEXT,"Q-chan, when bad things happened to you at school, did you ever hate the people who didn't help you, yun?"
ConspiracyTheoryTalk_en,No36/Lv3/2/NAME,【Q-chan】
ConspiracyTheoryTalk_en,No36/Lv3/2/TEXT,It was too painful. I didn't have the energy to hate or resent anyone.
ConspiracyTheoryTalk_en,No37/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv1/1/TEXT,"What do you think is the right way to handle comment wars on social media, yun?"
ConspiracyTheoryTalk_en,No37/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv1/2/TEXT,Comment wars aren't about winning. They're about not losing.
ConspiracyTheoryTalk_en,No37/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv2/1/TEXT,"The internet's full of fights again today, yun."
ConspiracyTheoryTalk_en,No37/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv2/2/TEXT,"This world is 50.78% anger, 44.2% hate, and the remaining 4.493% is Yunyun."
ConspiracyTheoryTalk_en,No37/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No37/Lv3/1/TEXT,"Even on the day the evil god was supposed to descend, nothing happened, yun!"
ConspiracyTheoryTalk_en,No37/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No37/Lv3/2/TEXT,Ahhh. Guess there really is no god after all.
ConspiracyTheoryTalk_en,No38/Lv1/1/NAME,【Yunyun】
ConspiracyTheoryTalk_en,No38/Lv1/1/TEXT,"Stories that never get finished make me feel so lonely, yun."
ConspiracyTheoryTalk_en,No38/Lv1/2/NAME,【Q-chan】
ConspiracyTheoryTalk_en,No38/Lv1/2/TEXT,The people in fictional worlds are so pitiful.
ConspiracyTheoryTalk_en,No38/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No38/Lv2/1/TEXT,"If you could read the continuation of any canceled series, which one would you want to read, yun?"
ConspiracyTheoryTalk_en,No38/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No38/Lv2/2/TEXT,"If it's not just manga, there's anime that ended after one season, novels that never got their third volume... too many to choose from."
ConspiracyTheoryTalk_en,No38/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No38/Lv3/1/TEXT,"If you could read more of 'Execution Angel † Guiltina,' would you be happy, yun?"
ConspiracyTheoryTalk_en,No38/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No38/Lv3/2/TEXT,"Part of me wants to see Yunyun in action again, but... it ended so well that a forced sequel might be complicated."
ConspiracyTheoryTalk_en,No39/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv1/1/TEXT,"What does AND YOU mean, yun?"
ConspiracyTheoryTalk_en,No39/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv1/2/TEXT,It's like a thank you for playing kind of thing.
ConspiracyTheoryTalk_en,No39/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv2/1/TEXT,"Do you watch the credits all the way to the end, yun?"
ConspiracyTheoryTalk_en,No39/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv2/2/TEXT,"Of course. I like to savor the afterglow, whether it's games or movies."
ConspiracyTheoryTalk_en,No39/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No39/Lv3/1/TEXT,"Game credits sometimes have so many people listed, yun."
ConspiracyTheoryTalk_en,No39/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No39/Lv3/2/TEXT,"Games are like total art forms where you build entire worlds, so I guess it takes that many people."
ConspiracyTheoryTalk_en,No41/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv1/1/TEXT,"Q-chan, don't you ever do live streams or anything yun?"
ConspiracyTheoryTalk_en,No41/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv1/2/TEXT,I became a hikikomori because I hate people and society. There's no way I could do something that terrifying.
ConspiracyTheoryTalk_en,No41/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv2/1/TEXT,"Q-chan, don't you want to get money from denpa receivers like with Super Chats yun?"
ConspiracyTheoryTalk_en,No41/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv2/2/TEXT,I'm happy just being able to broadcast my love for Yunyun.
ConspiracyTheoryTalk_en,No41/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No41/Lv3/1/TEXT,Live streams and game streaming are really popular these days yun.
ConspiracyTheoryTalk_en,No41/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No41/Lv3/2/TEXT,Yeah. But I'm not interested in anything besides Yunyun.
ConspiracyTheoryTalk_en,No42/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv1/1/TEXT,"What's a VeriChip anyway, yun?"
ConspiracyTheoryTalk_en,No42/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv1/2/TEXT,It's a microchip they implant inside your body.
ConspiracyTheoryTalk_en,No42/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv2/1/TEXT,"Even if cats' cuteness is actually dark and twisted, I still wouldn't be able to resist petting them, yun!"
ConspiracyTheoryTalk_en,No42/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv2/2/TEXT,That's what you call spoiling a cat!
ConspiracyTheoryTalk_en,No42/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No42/Lv3/1/TEXT,"Cats are mysterious. Something that cute has to be packed with cosmic secrets, yun!"
ConspiracyTheoryTalk_en,No42/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No42/Lv3/2/TEXT,I heard there's a mystical equation where infinity minus a maiden's heart equals cat ears.
ConspiracyTheoryTalk_en,No43/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv1/1/TEXT,"Q-chan, do you think summers are getting hotter and hotter yun?"
ConspiracyTheoryTalk_en,No43/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv1/2/TEXT,I wonder? Hard to say. Mom has been getting mad about the electric bill getting more expensive though.
ConspiracyTheoryTalk_en,No43/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv2/1/TEXT,"What do you think of when you think of summer, Q-chan yun?"
ConspiracyTheoryTalk_en,No43/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv2/2/TEXT,Machine guns! Or maybe... Summer! The beach! School swimsuits!
ConspiracyTheoryTalk_en,No43/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No43/Lv3/1/TEXT,"Human memory is so unreliable... Hey, Q-chan, do you have any memories from last summer, yun?"
ConspiracyTheoryTalk_en,No43/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No43/Lv3/2/TEXT,"I'm the kind of person who can't even keep track of what day it is, let alone seasons."
ConspiracyTheoryTalk_en,No44/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv1/1/TEXT,"When Q-chan's in dokidoki mode, she never loses focus, yun."
ConspiracyTheoryTalk_en,No44/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv1/2/TEXT,Nothing can interfere with love's denpa!
ConspiracyTheoryTalk_en,No44/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv2/1/TEXT,"If parallel worlds exist, which world would you want to go to, yun?"
ConspiracyTheoryTalk_en,No44/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv2/2/TEXT,Maybe one where Mom actually loves me more?
ConspiracyTheoryTalk_en,No44/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No44/Lv3/1/TEXT,"If this world started five minutes ago, would our feelings of 'love' be fake too, yun?"
ConspiracyTheoryTalk_en,No44/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No44/Lv3/2/TEXT,"I like what I like, so deal with it!! Whether those memories are fake or real, my love stays the same!"
ConspiracyTheoryTalk_en,No45/Lv1/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv1/1/TEXT,"Come to think of it, you and I never made any kind of contract, but that's okay?"
ConspiracyTheoryTalk_en,No45/Lv1/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv1/2/TEXT,"A contract is formed when there's mutual agreement, yun. The fact that you and I are connected through denpa and spending time together is the answer, yun."
ConspiracyTheoryTalk_en,No45/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv2/1/TEXT,Do demons have lifespans?
ConspiracyTheoryTalk_en,No45/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv2/2/TEXT,"Demons... fictional beings are immortal as long as people remember them, yun."
ConspiracyTheoryTalk_en,No45/Lv3/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No45/Lv3/1/TEXT,"Thanatophobia, right? Thinking about disappearing someday is pretty scary."
ConspiracyTheoryTalk_en,No45/Lv3/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No45/Lv3/2/TEXT,"Yunyun will be with Q-chan's soul forever, yun. So you'll never be alone, yun. It's okay, yun."
ConspiracyTheoryTalk_en,No46/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv1/1/TEXT,"Come to think of it, birds descended from dinosaurs, yun."
ConspiracyTheoryTalk_en,No46/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv1/2/TEXT,"Really? So instead of 'chicken or the egg,' it's more like 'chicken or dinosaur.'"
ConspiracyTheoryTalk_en,No46/Lv2/1/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv2/1/TEXT,"OOPArts are pretty cool, right!"
ConspiracyTheoryTalk_en,No46/Lv2/2/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv2/2/TEXT,"Like finding a random 100 yen coin in your pocket that you don't remember putting there, yun?"
ConspiracyTheoryTalk_en,No46/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No46/Lv3/1/TEXT,"All kinds of viruses are in the news, yun! Q-chan, take care of your health, yun!"
ConspiracyTheoryTalk_en,No46/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No46/Lv3/2/TEXT,"It's a closed world, so I'm fine!"
ConspiracyTheoryTalk_en,No47/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv1/1/TEXT,"Whoa. Making clouds from people's sweat is amazing, yun!"
ConspiracyTheoryTalk_en,No47/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv1/2/TEXT,Apparently it could be defined as a real cloud meteorologically speaking too.
ConspiracyTheoryTalk_en,No47/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv2/1/TEXT,"I've heard there are more paranormal phenomena near water, yun!"
ConspiracyTheoryTalk_en,No47/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv2/2/TEXT,There was a French scientist who proposed a theory that water remembers information from substances that were once dissolved in it.
ConspiracyTheoryTalk_en,No47/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No47/Lv3/1/TEXT,"If it's so hot that clouds are forming, why do people still go to event venues, yun?"
ConspiracyTheoryTalk_en,No47/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No47/Lv3/2/TEXT,'You can't stop the longing!' That's why!
ConspiracyTheoryTalk_en,No48/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv1/1/TEXT,"Oh, Yunyun has a Wiki page too, yun."
ConspiracyTheoryTalk_en,No48/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv1/2/TEXT,Hehehe. I have a wonderful proposal... Why don't you become a Yunyun fan too!
ConspiracyTheoryTalk_en,No48/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv2/1/TEXT,"Following Wikipedia links one after another is so exciting, yun."
ConspiracyTheoryTalk_en,No48/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv2/2/TEXT,"It's a dead term now, but internet surfing is fun."
ConspiracyTheoryTalk_en,No48/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No48/Lv3/1/TEXT,"When I see censored words, it reminds me of those 'words you shouldn't search' lists, yun."
ConspiracyTheoryTalk_en,No48/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No48/Lv3/2/TEXT,Be careful searching. You might end up with the same ads everywhere.
ConspiracyTheoryTalk_en,No49/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv1/1/TEXT,"There's that saying about being born under a certain star... maybe satellites count as stars too, yun."
ConspiracyTheoryTalk_en,No49/Lv1/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No49/Lv1/2/TEXT,Makes sense. Maybe that's why there are so many internet addicts since satellites went up.
ConspiracyTheoryTalk_en,No49/Lv2/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv2/1/TEXT,"If the latest astrology theories are true, satellite positions could change your destiny, yun!"
ConspiracyTheoryTalk_en,No49/Lv2/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No49/Lv2/2/TEXT,...Could a satellite be the reason my life turned out like this?!
ConspiracyTheoryTalk_en,No49/Lv3/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No49/Lv3/1/TEXT,"If the satellite is broken, it affects kids born under that star too, yun."
ConspiracyTheoryTalk_en,No49/Lv3/2/NAME,Q-chan
ConspiracyTheoryTalk_en,No49/Lv3/2/TEXT,I see. So at least one of them must be seriously broken.
ConspiracyTheoryTalk_en,No50/Lv1/1/NAME,Yunyun
ConspiracyTheoryTalk_en,No50/Lv1/1/TEXT,"Q-chan, your body is basically made of instant food and energy drinks, yun?"
ConspiracyTheoryTalk_en,No50/Lv1/2/NAME,Q-chan
